test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
XLOC_001483	XLOC_001483	LEPRE1	chr1:43212005-43232755	Normal	Disease	OK	15.2099	13.3499	-0.188183	-2.21768	0.0013	0.00187353	yes
XLOC_001484	XLOC_001484	CCDC23	chr1:43272722-43310660	Normal	Disease	OK	17.6024	19.264	0.130132	0.86204	0.2133	0.2404	no
XLOC_001485	XLOC_001485	SLC2A1	chr1:43391045-43449029	Normal	Disease	OK	22.4862	11.7727	-0.933598	-13.1121	5e-05	8.03331e-05	yes
XLOC_001486	XLOC_001486	EBNA1BP2	chr1:43629844-43720029	Normal	Disease	OK	32.099	31.9669	-0.005948	-0.0715302	0.9149	0.924484	no
XLOC_001487	XLOC_001487	C1orf210	chr1:43747556-43751288	Normal	Disease	OK	21.0543	7.44851	-1.49909	-10.9652	5e-05	8.03331e-05	yes
XLOC_001488	XLOC_001488	ELOVL1	chr1:43829067-43833745	Normal	Disease	OK	119.453	64.5273	-0.888461	-17.4742	5e-05	8.03331e-05	yes
XLOC_001489	XLOC_001489	MED8	chr1:43849587-43855483	Normal	Disease	OK	31.9635	26.9868	-0.244171	-2.7364	0.0001	0.000157641	yes
XLOC_001490	XLOC_001490	HYI	chr1:43855555-43919918	Normal	Disease	OK	62.1993	24.8442	-1.32399	-16.0377	5e-05	8.03331e-05	yes
XLOC_001491	XLOC_001491	LOC100132774	chr1:44115796-44173012	Normal	Disease	NOTEST	0.0818619	0.233712	1.51347	0	1	1	no
XLOC_001492	XLOC_001492	SLC6A9	chr1:44457279-44497134	Normal	Disease	OK	2.59119	2.04796	-0.339425	-1.75847	0.01085	0.0142933	yes
XLOC_001493	XLOC_001493	ERI3	chr1:44686741-44820939	Normal	Disease	OK	62.5274	45.4851	-0.459095	-8.34449	5e-05	8.03331e-05	yes
XLOC_001494	XLOC_001494	TMEM53	chr1:45119500-45140099	Normal	Disease	OK	9.63076	4.78167	-1.01013	-6.06785	5e-05	8.03331e-05	yes
XLOC_001495	XLOC_001495	BEST4	chr1:45249256-45253426	Normal	Disease	NOTEST	0.0293035	0.0991901	1.75912	0	1	1	no
XLOC_001496	XLOC_001496	TCTEX1D4	chr1:45266035-45272957	Normal	Disease	NOTEST	0.20826	0.117321	-0.827928	0	1	1	no
XLOC_001497	XLOC_001497	PTCH2	chr1:45285515-45308616	Normal	Disease	OK	0.155772	0.784459	2.33226	4.27109	5e-05	8.03331e-05	yes
XLOC_001498	XLOC_001498	EIF2B3	chr1:45316193-45452361	Normal	Disease	OK	9.75638	9.71719	-0.00580764	-0.046649	0.94685	0.952276	no
XLOC_001499	XLOC_001499	HECTD3	chr1:45468219-45477027	Normal	Disease	OK	15.7802	10.9265	-0.530285	-7.05048	5e-05	8.03331e-05	yes
XLOC_001500	XLOC_001500	ZSWIM5	chr1:45482075-45672250	Normal	Disease	OK	1.75909	1.78629	0.0221368	0.139875	0.83395	0.850831	no
XLOC_001501	XLOC_001501	MUTYH	chr1:45794913-45956840	Normal	Disease	OK	12.5117	9.46651	-0.402374	-3.23462	5e-05	8.03331e-05	yes
XLOC_001502	XLOC_001502	TESK2	chr1:45794913-45956840	Normal	Disease	OK	10.7354	8.18952	-0.390523	-3.95577	5e-05	8.03331e-05	yes
XLOC_001503	XLOC_001503	CCDC163P	chr1:45959597-45965751	Normal	Disease	OK	2.80951	2.12958	-0.399751	-1.67742	0.0188	0.0241312	yes
XLOC_001504	XLOC_001504	PRDX1	chr1:45965855-45988562	Normal	Disease	OK	557.119	403.631	-0.46495	-14.1881	5e-05	8.03331e-05	yes
XLOC_001505	XLOC_001505	CCDC17	chr1:46085715-46089731	Normal	Disease	OK	0.659267	1.51891	1.2041	3.20552	5e-05	8.03331e-05	yes
XLOC_001506	XLOC_001506	GPBP1L1	chr1:46092975-46152302	Normal	Disease	OK	30.6755	27.2866	-0.168891	-3.15611	5e-05	8.03331e-05	yes
XLOC_001507	XLOC_001507	RPS15AP10	chr1:46092975-46152302	Normal	Disease	OK	5.08315	15.3055	1.59025	7.3589	5e-05	8.03331e-05	yes
XLOC_001508	XLOC_001508	IPP	chr1:46153846-46216485	Normal	Disease	OK	4.26446	3.51867	-0.277336	-1.86996	0.0089	0.0118325	yes
XLOC_001509	XLOC_001509	PIK3R3	chr1:46505811-46598708	Normal	Disease	OK	5.84173	7.63534	0.386296	4.35738	5e-05	8.03331e-05	yes
XLOC_001510	XLOC_001510	POMGNT1	chr1:46654352-46686928	Normal	Disease	OK	62.0074	23.8477	-1.37859	-24.0904	5e-05	8.03331e-05	yes
XLOC_001511	XLOC_001511	LRRC41	chr1:46713366-46769038	Normal	Disease	OK	44.1673	27.0567	-0.706991	-12.6487	5e-05	8.03331e-05	yes
XLOC_001512	XLOC_001512	KNCN	chr1:47004367-47069966	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_001513	XLOC_001513	MKNK1	chr1:47004367-47069966	Normal	Disease	OK	7.16469	9.85064	0.459313	4.04922	5e-05	8.03331e-05	yes
XLOC_001514	XLOC_001514	MOB3C	chr1:47073386-47082563	Normal	Disease	OK	8.32958	7.4019	-0.170348	-1.51473	0.0253	0.031959	yes
XLOC_001515	XLOC_001515	ATPAF1	chr1:47100710-47134099	Normal	Disease	OK	40.3709	34.0421	-0.245995	-3.51951	5e-05	8.03331e-05	yes
XLOC_001516	XLOC_001516	KIAA0494	chr1:47139707-47184736	Normal	Disease	OK	26.1827	20.8191	-0.33071	-6.81182	5e-05	8.03331e-05	yes
XLOC_001517	XLOC_001517	CYP4Z2P	chr1:47323905-47366147	Normal	Disease	NOTEST	0.0230913	0.0521287	1.17473	0	1	1	no
XLOC_001518	XLOC_001518	CYP4A11	chr1:47394845-47407156	Normal	Disease	NOTEST	0.0236394	0.0266821	0.174679	0	1	1	no
XLOC_001519	XLOC_001519	PDZK1IP1	chr1:47649260-47655771	Normal	Disease	OK	26.7257	8.85659	-1.5934	-9.7594	5e-05	8.03331e-05	yes
XLOC_001520	XLOC_001520	TAL1	chr1:47681962-47695443	Normal	Disease	NOTEST	0.266716	0.39297	0.559113	0	1	1	no
XLOC_001521	XLOC_001521	STIL	chr1:47715810-47779819	Normal	Disease	OK	0.450665	1.73604	1.94567	7.05257	5e-05	8.03331e-05	yes
XLOC_001522	XLOC_001522	MGC12982	chr1:47897806-47900313	Normal	Disease	OK	0.79527	0.870405	0.130242	0.355929	0.6093	0.63969	no
XLOC_001523	XLOC_001523	LOC388630	chr1:48226199-48462562	Normal	Disease	OK	0.481316	0.884832	0.87842	3.60818	0.0001	0.000157641	yes
XLOC_001524	XLOC_001524	SKINTL	chr1:48567386-48648100	Normal	Disease	NOTEST	0	0.238489	inf	0	1	1	no
XLOC_001525	XLOC_001525	SPATA6	chr1:48761043-48937876	Normal	Disease	OK	1.83146	1.79382	-0.0299635	-0.177908	0.79485	0.815567	no
XLOC_001526	XLOC_001526	AGBL4	chr1:48998526-50489626	Normal	Disease	NOTEST	0.09976	0.0225254	-2.14691	0	1	1	no
XLOC_001527	XLOC_001527	BEND5	chr1:48998526-50489626	Normal	Disease	OK	3.88123	2.32526	-0.739123	-2.64676	0.0003	0.000457475	yes
XLOC_001528	XLOC_001528	DMRTA2	chr1:50883222-50889119	Normal	Disease	NOTEST	0.0578885	0.108929	0.912043	0	1	1	no
XLOC_001529	XLOC_001529	FAF1	chr1:50906934-51425936	Normal	Disease	OK	19.4829	18.778	-0.0531672	-0.720363	0.30875	0.340031	no
XLOC_001530	XLOC_001530	TTC39A	chr1:51752929-51810785	Normal	Disease	OK	52.3825	27.1316	-0.949108	-16.7957	5e-05	8.03331e-05	yes
XLOC_001531	XLOC_001531	EPS15	chr1:51819934-51984995	Normal	Disease	OK	15.8251	20.2702	0.357148	5.99132	5e-05	8.03331e-05	yes
XLOC_001532	XLOC_001532	NRD1	chr1:52082545-52344609	Normal	Disease	OK	39.4654	65.4594	0.730013	12.1328	5e-05	8.03331e-05	yes
XLOC_001533	XLOC_001533	RAB3B	chr1:52373627-52456436	Normal	Disease	OK	29.5216	17.386	-0.763843	-25.4769	5e-05	8.03331e-05	yes
XLOC_001534	XLOC_001534	TXNDC12	chr1:52485803-52521047	Normal	Disease	OK	67.2253	68.0195	0.0169437	0.30688	0.63935	0.668541	no
XLOC_001535	XLOC_001535	KTI12	chr1:52485803-52521047	Normal	Disease	OK	4.11827	3.17993	-0.373045	-1.71925	0.01635	0.0211204	yes
XLOC_001536	XLOC_001536	CC2D1B	chr1:52816264-52831877	Normal	Disease	OK	7.93464	5.59503	-0.504018	-6.03992	5e-05	8.03331e-05	yes
XLOC_001537	XLOC_001537	ORC1	chr1:52838500-52870143	Normal	Disease	NOTEST	0.207278	0.402205	0.956364	0	1	1	no
XLOC_001538	XLOC_001538	ZCCHC11	chr1:52888947-53018762	Normal	Disease	OK	3.11515	5.04494	0.695532	6.36885	5e-05	8.03331e-05	yes
XLOC_001539	XLOC_001539	SELRC1	chr1:53152013-53164038	Normal	Disease	OK	1.56756	2.62033	0.741225	2.87267	0.0001	0.000157641	yes
XLOC_001540	XLOC_001540	ECHDC2	chr1:53361581-53387446	Normal	Disease	OK	60.5032	95.3966	0.656927	12.6255	5e-05	8.03331e-05	yes
XLOC_001541	XLOC_001541	SLC1A7	chr1:53552854-53608289	Normal	Disease	NOTEST	0.336748	0.481487	0.515825	0	1	1	no
XLOC_001542	XLOC_001542	C1orf123	chr1:53662100-53686289	Normal	Disease	OK	65.3984	61.0202	-0.0999676	-1.43483	0.0357	0.04432	yes
XLOC_001543	XLOC_001543	MAGOH	chr1:53692563-53793821	Normal	Disease	OK	40.5045	49.3933	0.286233	2.81321	5e-05	8.03331e-05	yes
XLOC_001544	XLOC_001544	LRP8	chr1:53692563-53793821	Normal	Disease	OK	0.365449	0.904382	1.30726	4.71306	5e-05	8.03331e-05	yes
XLOC_001545	XLOC_001545	FLJ40434	chr1:53904042-53905693	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_001546	XLOC_001546	GLIS1	chr1:53971905-54199877	Normal	Disease	OK	2.63627	2.54404	-0.0513787	-0.269222	0.6974	0.724043	no
XLOC_001547	XLOC_001547	TMEM48	chr1:54231133-54304225	Normal	Disease	OK	1.82964	2.62488	0.520694	3.21034	5e-05	8.03331e-05	yes
XLOC_001548	XLOC_001548	YIPF1	chr1:54317391-54355487	Normal	Disease	OK	115.656	84.6297	-0.450603	-10.2955	5e-05	8.03331e-05	yes
XLOC_001549	XLOC_001549	HSPB11	chr1:54387233-54411288	Normal	Disease	OK	38.6702	31.698	-0.286829	-2.15046	0.00235	0.00330247	yes
XLOC_001550	XLOC_001550	LDLRAD1	chr1:54474505-54483803	Normal	Disease	OK	2.35457	0.317491	-2.89068	-2.81999	0.0109	0.014354	yes
XLOC_001551	XLOC_001551	TMEM59	chr1:54497348-54519111	Normal	Disease	OK	496.567	340.127	-0.545916	-26.6037	5e-05	8.03331e-05	yes
XLOC_001552	XLOC_001552	CDCP2	chr1:54604667-54619443	Normal	Disease	NOTEST	0	0.0248813	inf	0	1	1	no
XLOC_001553	XLOC_001553	CYB5RL	chr1:54638026-54665746	Normal	Disease	OK	0.734646	1.35748	0.88581	3.13268	5e-05	8.03331e-05	yes
XLOC_001554	XLOC_001554	SSBP3	chr1:54692194-54872092	Normal	Disease	OK	76.3979	41.2171	-0.890291	-16.8935	5e-05	8.03331e-05	yes
XLOC_001555	XLOC_001555	FAM151A	chr1:55013806-55100417	Normal	Disease	NOTEST	0.184056	0.0542585	-1.76223	0	1	1	no
XLOC_001556	XLOC_001556	PARS2	chr1:55222570-55230226	Normal	Disease	OK	3.61087	1.808	-0.997953	-4.57672	5e-05	8.03331e-05	yes
XLOC_001557	XLOC_001557	TTC22	chr1:55246751-55266941	Normal	Disease	OK	2.22336	0.64515	-1.78504	-4.70989	5e-05	8.03331e-05	yes
XLOC_001558	XLOC_001558	DHCR24	chr1:55315299-55352921	Normal	Disease	OK	315.035	195.002	-0.692024	-43.2036	5e-05	8.03331e-05	yes
XLOC_001559	XLOC_001559	USP24	chr1:55532031-55681039	Normal	Disease	OK	3.22758	5.70259	0.821163	10.8061	5e-05	8.03331e-05	yes
XLOC_001560	XLOC_001560	PPAP2B	chr1:56960418-57045257	Normal	Disease	OK	30.6311	26.9252	-0.18604	-3.53113	5e-05	8.03331e-05	yes
XLOC_001561	XLOC_001561	C1orf168	chr1:57184476-57285369	Normal	Disease	OK	1.58747	1.07938	-0.556522	-2.27295	0.0019	0.00269478	yes
XLOC_001562	XLOC_001562	C8B	chr1:57394882-57431688	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_001563	XLOC_001563	DAB1	chr1:57463578-58716211	Normal	Disease	NOTEST	0.163535	0.210957	0.367349	0	1	1	no
XLOC_001564	XLOC_001564	OMA1	chr1:58946390-59012446	Normal	Disease	OK	9.09906	15.9832	0.812767	7.2263	5e-05	8.03331e-05	yes
XLOC_001565	XLOC_001565	TACSTD2	chr1:59041094-59043166	Normal	Disease	OK	394.299	445.583	0.176403	9.81337	5e-05	8.03331e-05	yes
XLOC_001566	XLOC_001566	MYSM1	chr1:59120410-59165747	Normal	Disease	OK	1.39879	6.18046	2.14354	17.7155	5e-05	8.03331e-05	yes
XLOC_001567	XLOC_001567	JUN	chr1:59246462-59249785	Normal	Disease	OK	254.351	112.476	-1.1772	-51.9454	5e-05	8.03331e-05	yes
XLOC_001568	XLOC_001568	HSD52	chr1:59597607-59612479	Normal	Disease	NOTEST	0.0655999	0	-inf	0	1	1	no
XLOC_001569	XLOC_001569	MIR4711	chr1:59762624-60228402	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_001570	XLOC_001570	CYP2J2	chr1:60358979-60392423	Normal	Disease	OK	4.35657	1.77668	-1.29401	-5.33352	5e-05	8.03331e-05	yes
XLOC_001571	XLOC_001571	C1orf87	chr1:60456065-60539442	Normal	Disease	NOTEST	0.0911681	0.0342861	-1.4109	0	1	1	no
XLOC_001572	XLOC_001572	TM2D1	chr1:62146718-62191095	Normal	Disease	OK	11.8698	6.77555	-0.808883	-4.88201	5e-05	8.03331e-05	yes
XLOC_001573	XLOC_001573	KANK4	chr1:62701836-62785083	Normal	Disease	OK	1.80473	0.977629	-0.88442	-4.57039	5e-05	8.03331e-05	yes
XLOC_001574	XLOC_001574	DOCK7	chr1:62920396-63153969	Normal	Disease	OK	1.41471	2.56293	0.857281	5.99594	5e-05	8.03331e-05	yes
XLOC_001575	XLOC_001575	LINC00466	chr1:63624753-63782901	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_001576	XLOC_001576	ITGB3BP	chr1:63906440-63988944	Normal	Disease	OK	7.74855	11.2732	0.540894	2.93703	5e-05	8.03331e-05	yes
XLOC_001577	XLOC_001577	JAK1	chr1:65210777-65432187	Normal	Disease	OK	17.1546	18.5611	0.113682	1.97709	0.003	0.00417284	yes
XLOC_001578	XLOC_001578	MIR3671	chr1:65523437-65523525	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_001579	XLOC_001579	MIR101-1	chr1:65524116-65524191	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_001580	XLOC_001580	INSL5	chr1:67263423-67266942	Normal	Disease	NOTEST	0.212398	0	-inf	0	1	1	no
XLOC_001581	XLOC_001581	WDR78	chr1:67278571-67390570	Normal	Disease	OK	0.948257	1.15262	0.281571	0.862761	0.2184	0.245805	no
XLOC_001582	XLOC_001582	SLC35D1	chr1:67465014-67520080	Normal	Disease	OK	3.75519	3.43825	-0.127214	-1.20899	0.0867	0.102806	no
XLOC_001583	XLOC_001583	C1orf141	chr1:67557858-67594220	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_001584	XLOC_001584	SERBP1	chr1:67873492-67896123	Normal	Disease	OK	25.7406	31.7544	0.302912	7.57157	5e-05	8.03331e-05	yes
XLOC_001585	XLOC_001585	GNG12	chr1:68167148-68698284	Normal	Disease	OK	17.8173	23.1567	0.378153	6.51823	5e-05	8.03331e-05	yes
XLOC_001586	XLOC_001586	DIRAS3	chr1:68167148-68698284	Normal	Disease	OK	1.62869	1.92401	0.240404	0.758949	0.28355	0.31382	no
XLOC_001587	XLOC_001587	WLS	chr1:68167148-68698284	Normal	Disease	OK	63.5385	45.7046	-0.47529	-9.94522	5e-05	8.03331e-05	yes
XLOC_001588	XLOC_001588	MIR1262	chr1:68167148-68698284	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_001589	XLOC_001589	RPE65	chr1:68894506-68915642	Normal	Disease	NOTEST	0.508008	0.156386	-1.69974	0	1	1	no
XLOC_001590	XLOC_001590	DEPDC1	chr1:68939834-68962799	Normal	Disease	OK	0.364148	0.705392	0.9539	2.72948	0.0004	0.000603897	yes
XLOC_001591	XLOC_001591	LRRC40	chr1:70610484-70671361	Normal	Disease	OK	2.61402	3.86619	0.564641	3.30298	5e-05	8.03331e-05	yes
XLOC_001592	XLOC_001592	ANKRD13C	chr1:70724684-70820417	Normal	Disease	OK	3.20911	4.69558	0.549131	5.01057	5e-05	8.03331e-05	yes
XLOC_001593	XLOC_001593	PTGER3	chr1:71318035-71546972	Normal	Disease	OK	1.23646	1.10758	-0.158799	-0.455734	0.4713	0.505036	no
XLOC_001594	XLOC_001594	ZRANB2	chr1:71318035-71546972	Normal	Disease	OK	18.5723	49.9135	1.42628	24.5312	5e-05	8.03331e-05	yes
XLOC_001595	XLOC_001595	MIR186	chr1:71318035-71546972	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_001596	XLOC_001596	NEGR1	chr1:71868624-72748277	Normal	Disease	OK	1.54796	3.12924	1.01545	6.77338	5e-05	8.03331e-05	yes
XLOC_001597	XLOC_001597	NEGR1-IT1	chr1:71868624-72748277	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_001598	XLOC_001598	LRRIQ3	chr1:74491701-74663871	Normal	Disease	NOTEST	0.0417877	0.235873	2.49686	0	1	1	no
XLOC_001599	XLOC_001599	C1orf173	chr1:75033794-75139422	Normal	Disease	NOTEST	0	0.0452254	inf	0	1	1	no
XLOC_001600	XLOC_001600	CRYZ	chr1:75171171-75232360	Normal	Disease	OK	20.1622	18.6357	-0.113583	-1.37188	0.0461	0.056561	no
XLOC_001601	XLOC_001601	SLC44A5	chr1:75667815-76076799	Normal	Disease	NOTEST	0.0904077	0.1021	0.175466	0	1	1	no
XLOC_001602	XLOC_001602	ASB17	chr1:76384557-76398116	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_001603	XLOC_001603	PIGK	chr1:77554666-77685132	Normal	Disease	OK	5.20926	7.29092	0.485022	5.04259	5e-05	8.03331e-05	yes
XLOC_001604	XLOC_001604	ZZZ3	chr1:78030189-78148343	Normal	Disease	OK	3.17317	6.71029	1.08045	9.04953	5e-05	8.03331e-05	yes
XLOC_001605	XLOC_001605	USP33	chr1:78161673-78225537	Normal	Disease	OK	13.4874	18.0299	0.418774	6.32687	5e-05	8.03331e-05	yes
XLOC_001606	XLOC_001606	FUBP1	chr1:78413590-78444777	Normal	Disease	OK	17.656	13.9199	-0.343017	-4.43685	5e-05	8.03331e-05	yes
XLOC_001607	XLOC_001607	ELTD1	chr1:79355448-79472495	Normal	Disease	OK	1.75796	3.14317	0.83832	4.6523	5e-05	8.03331e-05	yes
XLOC_001608	XLOC_001608	TTLL7	chr1:84335056-84464833	Normal	Disease	OK	2.59866	4.62966	0.833135	5.65774	5e-05	8.03331e-05	yes
XLOC_001609	XLOC_001609	UOX	chr1:84830640-84863576	Normal	Disease	NOTEST	0	0.0462966	inf	0	1	1	no
XLOC_001610	XLOC_001610	GNG5	chr1:84944919-84972262	Normal	Disease	OK	286.423	186.154	-0.62165	-13.1795	5e-05	8.03331e-05	yes
XLOC_001611	XLOC_001611	CTBS	chr1:85018803-85040163	Normal	Disease	OK	16.2619	9.26671	-0.811365	-9.50025	5e-05	8.03331e-05	yes
XLOC_001612	XLOC_001612	C1orf180	chr1:85093912-85100703	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_001613	XLOC_001613	SSX2IP	chr1:85109389-85156240	Normal	Disease	OK	1.47446	3.77632	1.35679	9.12899	5e-05	8.03331e-05	yes
XLOC_001614	XLOC_001614	LPAR3	chr1:85279085-85358896	Normal	Disease	OK	6.60552	1.2759	-2.37215	-8.62295	5e-05	8.03331e-05	yes
XLOC_001615	XLOC_001615	MCOLN2	chr1:85391265-85462796	Normal	Disease	OK	0.528123	1.54584	1.54945	4.6161	5e-05	8.03331e-05	yes
XLOC_001616	XLOC_001616	MCOLN3	chr1:85483764-85514223	Normal	Disease	OK	0.20164	1.13807	2.49674	4.32974	5e-05	8.03331e-05	yes
XLOC_001617	XLOC_001617	SYDE2	chr1:85623355-85666728	Normal	Disease	NOTEST	0.49373	0.557681	0.175716	0	1	1	no
XLOC_001618	XLOC_001618	C1orf52	chr1:85715636-85725355	Normal	Disease	OK	4.31499	5.3917	0.321383	2.45579	0.0007	0.00103389	yes
XLOC_001619	XLOC_001619	BCL10	chr1:85731459-85743771	Normal	Disease	OK	7.55986	6.53191	-0.210855	-1.87434	0.00675	0.00907434	yes
XLOC_001620	XLOC_001620	DDAH1	chr1:85784167-86044046	Normal	Disease	OK	35.6989	31.5482	-0.178322	-3.69938	5e-05	8.03331e-05	yes
XLOC_001621	XLOC_001621	ZNHIT6	chr1:86115105-86174116	Normal	Disease	OK	2.96298	4.72206	0.672365	6.1702	5e-05	8.03331e-05	yes
XLOC_001622	XLOC_001622	COL24A1	chr1:86194915-86622121	Normal	Disease	NOTEST	0.0795791	0.239751	1.59108	0	1	1	no
XLOC_001623	XLOC_001623	ODF2L	chr1:86812506-86862025	Normal	Disease	OK	1.38572	4.20755	1.60234	8.9883	5e-05	8.03331e-05	yes
XLOC_001624	XLOC_001624	SEP15	chr1:87328127-87380107	Normal	Disease	OK	85.2204	81.1681	-0.0702871	-1.48745	0.01805	0.0232135	yes
XLOC_001625	XLOC_001625	LOC100505768	chr1:87819209-87837338	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_001626	XLOC_001626	GTF2B	chr1:89318320-89357301	Normal	Disease	OK	11.2525	15.8071	0.49032	4.28056	5e-05	8.03331e-05	yes
XLOC_001627	XLOC_001627	CCBL2,RBMXL1	chr1:89401455-89458643	Normal	Disease	OK	19.1052	29.4023	0.621959	9.02872	5e-05	8.03331e-05	yes
XLOC_001628	XLOC_001628	GBP3	chr1:89472359-89488549	Normal	Disease	OK	8.59896	7.6295	-0.172574	-1.66064	0.018	0.0231533	yes
XLOC_001629	XLOC_001629	GBP1	chr1:89517986-89531043	Normal	Disease	OK	5.01639	7.18412	0.518161	4.22664	5e-05	8.03331e-05	yes
XLOC_001630	XLOC_001630	GBP2	chr1:89573309-89591799	Normal	Disease	OK	19.6874	22.8509	0.214982	3.06363	5e-05	8.03331e-05	yes
XLOC_001631	XLOC_001631	GBP7	chr1:89597433-89641723	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_001632	XLOC_001632	GBP4	chr1:89646830-89664633	Normal	Disease	OK	5.67791	4.08584	-0.474728	-5.05422	5e-05	8.03331e-05	yes
XLOC_001633	XLOC_001633	GBP5	chr1:89724633-89738544	Normal	Disease	OK	0.20819	0.957283	2.20105	4.73248	5e-05	8.03331e-05	yes
XLOC_001634	XLOC_001634	FLJ27354	chr1:90090407-90098453	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_001635	XLOC_001635	GEMIN8P4	chr1:90458823-90460525	Normal	Disease	NOTEST	0.295632	0.500102	0.75842	0	1	1	no
XLOC_001636	XLOC_001636	BARHL2	chr1:91177578-91182794	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_001637	XLOC_001637	ZNF644	chr1:91380856-91487812	Normal	Disease	OK	8.75904	16.1067	0.87882	8.22068	5e-05	8.03331e-05	yes
XLOC_001638	XLOC_001638	HFM1	chr1:91726322-91870426	Normal	Disease	NOTEST	0	0.0664757	inf	0	1	1	no
XLOC_001639	XLOC_001639	TGFBR3	chr1:92145899-92371559	Normal	Disease	OK	7.97165	7.54804	-0.078776	-1.05479	0.12505	0.145381	no
XLOC_001640	XLOC_001640	GLMN	chr1:92711954-92853732	Normal	Disease	OK	1.39487	3.4896	1.32293	5.02565	5e-05	8.03331e-05	yes
XLOC_001641	XLOC_001641	GFI1	chr1:92940317-92952433	Normal	Disease	NOTEST	0.200572	0.452958	1.17526	0	1	1	no
XLOC_001642	XLOC_001642	EVI5	chr1:92974252-93257961	Normal	Disease	OK	1.85634	3.18979	0.781002	6.39207	5e-05	8.03331e-05	yes
XLOC_001643	XLOC_001643	FAM69A	chr1:93297593-93427079	Normal	Disease	OK	4.8938	8.87385	0.858604	5.54936	5e-05	8.03331e-05	yes
XLOC_001644	XLOC_001644	TMED5	chr1:93615298-93646246	Normal	Disease	OK	9.02579	8.57263	-0.0743148	-1.0314	0.12925	0.149809	no
XLOC_001645	XLOC_001645	LOC100131564	chr1:93775665-93811368	Normal	Disease	OK	2.54144	15.4664	2.60542	21.3779	5e-05	8.03331e-05	yes
XLOC_001646	XLOC_001646	BCAR3	chr1:94027348-94147385	Normal	Disease	OK	4.08364	1.9035	-1.1012	-6.05738	5e-05	8.03331e-05	yes
XLOC_001647	XLOC_001647	DNTTIP2	chr1:94335013-94344762	Normal	Disease	OK	9.81245	23.9453	1.28706	15.3436	5e-05	8.03331e-05	yes
XLOC_001648	XLOC_001648	GCLM	chr1:94352589-94375012	Normal	Disease	OK	5.53594	5.74756	0.0541197	0.43516	0.54325	0.575615	no
XLOC_001649	XLOC_001649	ABCA4	chr1:94458393-94586705	Normal	Disease	NOTEST	0.023458	0.0353387	0.591169	0	1	1	no
XLOC_001650	XLOC_001650	ARHGAP29	chr1:94634462-94703307	Normal	Disease	OK	3.33706	6.08687	0.867124	10.7269	5e-05	8.03331e-05	yes
XLOC_001651	XLOC_001651	F3	chr1:94994731-95007413	Normal	Disease	OK	64.8211	127.163	0.972144	23.6963	5e-05	8.03331e-05	yes
XLOC_001652	XLOC_001652	CNN3	chr1:95362506-95392735	Normal	Disease	OK	63.5651	48.3723	-0.394051	-8.0451	5e-05	8.03331e-05	yes
XLOC_001653	XLOC_001653	ALG14	chr1:95448278-95538507	Normal	Disease	OK	15.8761	14.0224	-0.179128	-1.27803	0.06975	0.0836472	no
XLOC_001654	XLOC_001654	DPYD	chr1:97543299-98386615	Normal	Disease	OK	0.964727	1.40369	0.541029	2.11807	0.0032	0.00444085	yes
XLOC_001655	XLOC_001655	MIR137HG	chr1:98453555-98515249	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_001656	XLOC_001656	MIR2682	chr1:98453555-98515249	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_001657	XLOC_001657	LPPR5	chr1:99355800-99614408	Normal	Disease	NOTEST	0	0.0165111	inf	0	1	1	no
XLOC_001658	XLOC_001658	MIR548D1	chr1:100111430-100231349	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_001659	XLOC_001659	FRRS1	chr1:100111430-100231349	Normal	Disease	NOTEST	0.112204	0.126656	0.174789	0	1	1	no
XLOC_001660	XLOC_001660	SASS6	chr1:100549101-100598511	Normal	Disease	OK	0.81301	2.70346	1.73346	7.4561	5e-05	8.03331e-05	yes
XLOC_001661	XLOC_001661	LRRC39	chr1:100598705-100643829	Normal	Disease	OK	0.0374633	2.51722	6.07021	1.85798	0.0117	0.0153644	yes
XLOC_001662	XLOC_001662	DBT	chr1:100652477-100715409	Normal	Disease	OK	5.27121	5.08452	-0.0520243	-0.768693	0.2768	0.306723	no
