test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
XLOC_000886	XLOC_000886	GPR52	chr1:174128551-174964445	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_000887	XLOC_000887	CACYBP	chr1:174968570-174981163	Normal	Disease	OK	10.5768	12.9958	0.29715	3.35471	5e-05	8.03331e-05	yes
XLOC_000888	XLOC_000888	TNN	chr1:175036993-175117202	Normal	Disease	NOTEST	0.0347458	0.536391	3.94838	0	1	1	no
XLOC_000889	XLOC_000889	PAPPA2	chr1:176432306-176811970	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_000890	XLOC_000890	FAM5B	chr1:177140632-177251558	Normal	Disease	NOTEST	0.0165724	0	-inf	0	1	1	no
XLOC_000891	XLOC_000891	RASAL2	chr1:178060642-178448648	Normal	Disease	OK	1.31498	2.31736	0.817444	6.54679	5e-05	8.03331e-05	yes
XLOC_000892	XLOC_000892	C1orf49	chr1:178482211-178492635	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_000893	XLOC_000893	C1orf220	chr1:178511930-178518024	Normal	Disease	NOTEST	0.187132	0.0528055	-1.8253	0	1	1	no
XLOC_000894	XLOC_000894	MIR4424	chr1:178646883-178646969	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_000895	XLOC_000895	RALGPS2	chr1:178694299-178889237	Normal	Disease	OK	1.80947	2.69203	0.573131	3.96748	5e-05	8.03331e-05	yes
XLOC_000896	XLOC_000896	FAM20B	chr1:178995073-179045702	Normal	Disease	OK	7.02785	7.47953	0.0898641	1.16254	0.0999	0.117625	no
XLOC_000897	XLOC_000897	TOR3A	chr1:179051111-179065129	Normal	Disease	OK	20.9009	12.1341	-0.784498	-8.57043	5e-05	8.03331e-05	yes
XLOC_000898	XLOC_000898	SOAT1	chr1:179262848-179327814	Normal	Disease	OK	17.9273	19.1178	0.0927595	1.96939	0.00345	0.00477279	yes
XLOC_000899	XLOC_000899	AXDND1	chr1:179334854-179545084	Normal	Disease	NOTEST	0.0323377	0.237363	2.8758	0	1	1	no
XLOC_000900	XLOC_000900	TDRD5	chr1:179560747-179660407	Normal	Disease	OK	0.805327	1.23921	0.621778	1.8349	0.0069	0.00927086	yes
XLOC_000901	XLOC_000901	FAM163A	chr1:179712297-179785333	Normal	Disease	NOTEST	0.0410646	0	-inf	0	1	1	no
XLOC_000902	XLOC_000902	TOR1AIP1	chr1:179851419-179889211	Normal	Disease	OK	21.6338	15.2651	-0.503051	-8.07454	5e-05	8.03331e-05	yes
XLOC_000903	XLOC_000903	CEP350	chr1:179923907-180084015	Normal	Disease	OK	2.50184	4.93718	0.980698	12.9689	5e-05	8.03331e-05	yes
XLOC_000904	XLOC_000904	QSOX1	chr1:180123967-180169859	Normal	Disease	OK	17.0551	7.8276	-1.12357	-17.0036	5e-05	8.03331e-05	yes
XLOC_000905	XLOC_000905	LHX4	chr1:180199432-180244188	Normal	Disease	NOTEST	0	0.238369	inf	0	1	1	no
XLOC_000906	XLOC_000906	XPR1	chr1:180601145-180859415	Normal	Disease	OK	1.98819	3.11173	0.646258	5.66722	5e-05	8.03331e-05	yes
XLOC_000907	XLOC_000907	KIAA1614	chr1:180882312-180915239	Normal	Disease	OK	0.661542	0.397418	-0.735176	-2.05417	0.0054	0.00733804	yes
XLOC_000908	XLOC_000908	MR1	chr1:181002560-181031074	Normal	Disease	OK	3.51785	1.91664	-0.876117	-7.45684	5e-05	8.03331e-05	yes
XLOC_000909	XLOC_000909	IER5	chr1:181057637-181059979	Normal	Disease	OK	8.53732	5.00774	-0.769624	-5.63386	5e-05	8.03331e-05	yes
XLOC_000910	XLOC_000910	GM140	chr1:181205523-181207740	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_000911	XLOC_000911	CACNA1E	chr1:181452685-181775921	Normal	Disease	NOTEST	0.00757444	0	-inf	0	1	1	no
XLOC_000912	XLOC_000912	LINC00272	chr1:182376755-182383948	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_000913	XLOC_000913	RGSL1	chr1:182419255-182529732	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_000914	XLOC_000914	LOC284648	chr1:182584274-182585764	Normal	Disease	NOTEST	0.472931	0.145404	-1.70157	0	1	1	no
XLOC_000915	XLOC_000915	NPL	chr1:182758583-182799519	Normal	Disease	OK	0.74793	1.28658	0.78257	2.19814	0.0011	0.00159699	yes
XLOC_000916	XLOC_000916	DHX9	chr1:182808438-182857117	Normal	Disease	OK	19.1197	17.1021	-0.160882	-2.68527	0.00015	0.000233804	yes
XLOC_000917	XLOC_000917	LAMC1	chr1:182992594-183114727	Normal	Disease	OK	15.2679	24.9065	0.706014	17.1532	5e-05	8.03331e-05	yes
XLOC_000918	XLOC_000918	LAMC2	chr1:183155173-183214262	Normal	Disease	OK	1.64038	2.37246	0.532351	3.35455	5e-05	8.03331e-05	yes
XLOC_000919	XLOC_000919	SMG7	chr1:183441505-183523328	Normal	Disease	OK	13.003	11.1555	-0.221096	-3.52204	5e-05	8.03331e-05	yes
XLOC_000920	XLOC_000920	RGL1	chr1:183605207-183897666	Normal	Disease	OK	3.12839	3.82831	0.291286	2.36443	0.0008	0.00117646	yes
XLOC_000921	XLOC_000921	TSEN15	chr1:184020810-184043344	Normal	Disease	OK	13.0448	15.7729	0.273979	2.61639	0.0003	0.000457475	yes
XLOC_000922	XLOC_000922	C1orf21	chr1:184356149-184598155	Normal	Disease	OK	21.4194	14.9774	-0.516134	-13.8646	5e-05	8.03331e-05	yes
XLOC_000923	XLOC_000923	RNF2	chr1:185014550-185071740	Normal	Disease	OK	3.65354	6.01969	0.720394	5.63488	5e-05	8.03331e-05	yes
XLOC_000924	XLOC_000924	SWT1	chr1:185087217-185260913	Normal	Disease	OK	1.84236	3.37438	0.873071	5.05231	5e-05	8.03331e-05	yes
XLOC_000925	XLOC_000925	HMCN1	chr1:185703682-186446655	Normal	Disease	OK	0.34973	0.769536	1.13775	6.64787	5e-05	8.03331e-05	yes
XLOC_000926	XLOC_000926	PRG4	chr1:185703682-186446655	Normal	Disease	NOTEST	0.077022	0.0578004	-0.414192	0	1	1	no
XLOC_000927	XLOC_000927	C1orf27	chr1:185703682-186446655	Normal	Disease	OK	11.2621	22.5102	0.999102	14.3063	5e-05	8.03331e-05	yes
XLOC_000928	XLOC_000928	OCLM	chr1:185703682-186446655	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_000929	XLOC_000929	PLA2G4A	chr1:186798031-186958113	Normal	Disease	OK	1.5904	1.38113	-0.203534	-0.812718	0.2552	0.284063	no
XLOC_000930	XLOC_000930	LOC440704	chr1:190594019-190770788	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_000931	XLOC_000931	RGS18	chr1:192127591-192154945	Normal	Disease	NOTEST	0.199976	0.354585	0.826303	0	1	1	no
XLOC_000932	XLOC_000932	RGS21	chr1:192286121-192336414	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_000933	XLOC_000933	RGS1	chr1:192544856-192549159	Normal	Disease	OK	10.1847	40.6188	1.99574	17.7348	5e-05	8.03331e-05	yes
XLOC_000934	XLOC_000934	RGS13	chr1:192605267-192629440	Normal	Disease	NOTEST	0	0.0945935	inf	0	1	1	no
XLOC_000935	XLOC_000935	RGS2	chr1:192778168-192781407	Normal	Disease	OK	35.2791	50.3491	0.513152	7.1067	5e-05	8.03331e-05	yes
XLOC_000936	XLOC_000936	TROVE2	chr1:192981495-193060906	Normal	Disease	OK	25.5062	32.4871	0.34902	5.54375	5e-05	8.03331e-05	yes
XLOC_000937	XLOC_000937	CDC73	chr1:193091087-193223942	Normal	Disease	OK	5.53207	7.78467	0.492816	5.83036	5e-05	8.03331e-05	yes
XLOC_000938	XLOC_000938	MIR1278	chr1:193091087-193223942	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_000939	XLOC_000939	CFH	chr1:196621007-196716634	Normal	Disease	OK	5.70801	8.57941	0.587889	4.59658	5e-05	8.03331e-05	yes
XLOC_000940	XLOC_000940	CFHR3	chr1:196743929-196763203	Normal	Disease	NOTEST	0	0.0497267	inf	0	1	1	no
XLOC_000941	XLOC_000941	CFHR1	chr1:196788860-196801319	Normal	Disease	NOTEST	0	0.227651	inf	0	1	1	no
XLOC_000942	XLOC_000942	CFHR4	chr1:196857143-196887843	Normal	Disease	NOTEST	0	0.050405	inf	0	1	1	no
XLOC_000943	XLOC_000943	CFHR2	chr1:196912933-196928356	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_000944	XLOC_000944	CFHR5	chr1:196946666-196978803	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_000945	XLOC_000945	CRB1	chr1:197237333-197447585	Normal	Disease	NOTEST	0	0.0140679	inf	0	1	1	no
XLOC_000946	XLOC_000946	C1orf53	chr1:197871681-197876497	Normal	Disease	OK	7.73724	6.64018	-0.220596	-0.819885	0.253	0.281851	no
XLOC_000947	XLOC_000947	LHX9	chr1:197881634-197899273	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_000948	XLOC_000948	NEK7	chr1:198126107-198291548	Normal	Disease	OK	4.09153	4.97272	0.281395	2.35894	0.0008	0.00117646	yes
XLOC_000949	XLOC_000949	PTPRC	chr1:198608136-198726545	Normal	Disease	OK	0.694988	2.26021	1.7014	6.57406	5e-05	8.03331e-05	yes
XLOC_000950	XLOC_000950	NR5A2	chr1:199996769-200146550	Normal	Disease	OK	0.816443	1.79071	1.13311	5.14396	5e-05	8.03331e-05	yes
XLOC_000951	XLOC_000951	FAM58BP	chr1:200182655-200183643	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_000952	XLOC_000952	CAMSAP2	chr1:200708685-200829831	Normal	Disease	OK	3.07741	6.29386	1.03222	11.258	5e-05	8.03331e-05	yes
XLOC_000953	XLOC_000953	GPR25	chr1:200842165-200843251	Normal	Disease	NOTEST	0.0624415	0	-inf	0	1	1	no
XLOC_000954	XLOC_000954	C1orf106	chr1:200860626-200884864	Normal	Disease	OK	1.5543	0.606207	-1.35838	-4.95457	5e-05	8.03331e-05	yes
XLOC_000955	XLOC_000955	IGFN1	chr1:201159952-201198080	Normal	Disease	NOTEST	0.0192021	0.520793	4.76137	0	1	1	no
XLOC_000956	XLOC_000956	PKP1	chr1:201252579-201302121	Normal	Disease	OK	32.315	14.4415	-1.16198	-21.8237	5e-05	8.03331e-05	yes
XLOC_000957	XLOC_000957	RPS10P7	chr1:201489031-201489720	Normal	Disease	OK	12.3648	15.518	0.327708	1.72321	0.015	0.0194646	yes
XLOC_000958	XLOC_000958	NAV1	chr1:201617449-201796102	Normal	Disease	OK	3.16933	3.12089	-0.0222191	-0.260939	0.69775	0.724252	no
XLOC_000959	XLOC_000959	MIR1231	chr1:201617449-201796102	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_000960	XLOC_000960	IPO9	chr1:201798287-201853422	Normal	Disease	OK	6.96663	8.82166	0.340591	6.37964	5e-05	8.03331e-05	yes
XLOC_000961	XLOC_000961	SHISA4	chr1:201857796-201861715	Normal	Disease	OK	24.8789	11.8561	-1.0693	-9.27898	5e-05	8.03331e-05	yes
XLOC_000962	XLOC_000962	TIMM17A	chr1:201924618-201939789	Normal	Disease	OK	11.5635	18.1015	0.646529	5.886	5e-05	8.03331e-05	yes
XLOC_000963	XLOC_000963	RNPEP	chr1:201951765-201975275	Normal	Disease	OK	86.3104	45.1332	-0.935347	-21.5716	5e-05	8.03331e-05	yes
XLOC_000964	XLOC_000964	ELF3	chr1:201979689-201986315	Normal	Disease	OK	38.8086	59.536	0.617386	13.0615	5e-05	8.03331e-05	yes
XLOC_000965	XLOC_000965	GPR37L1	chr1:202092028-202098634	Normal	Disease	NOTEST	0.0738286	0.111102	0.589627	0	1	1	no
XLOC_000966	XLOC_000966	PTPRVP	chr1:202137178-202158577	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_000967	XLOC_000967	LGR6	chr1:202163117-202288889	Normal	Disease	OK	1.07696	0.309492	-1.799	-3.91035	5e-05	8.03331e-05	yes
XLOC_000968	XLOC_000968	PPP1R12B	chr1:202317829-202557697	Normal	Disease	OK	27.3359	26.2992	-0.055777	-1.36083	0.0273	0.0343544	yes
XLOC_000969	XLOC_000969	KDM5B-AS1	chr1:202780073-202781041	Normal	Disease	OK	26.1139	16.2591	-0.68357	-4.29234	5e-05	8.03331e-05	yes
XLOC_000970	XLOC_000970	LOC641515	chr1:202794328-202795421	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_000971	XLOC_000971	LOC148709	chr1:202830881-202844369	Normal	Disease	OK	0.288259	0.650617	1.17444	2.12225	0.00785	0.0105018	yes
XLOC_000972	XLOC_000972	TMEM183A	chr1:202976533-202993197	Normal	Disease	OK	10.1791	10.3067	0.0179814	0.163649	0.8213	0.839336	no
XLOC_000973	XLOC_000973	PPFIA4	chr1:203020310-203047864	Normal	Disease	NOTEST	0.0114936	0.0778981	2.76076	0	1	1	no
XLOC_000974	XLOC_000974	ADORA1	chr1:203096835-203136533	Normal	Disease	NOTEST	0	0.220362	inf	0	1	1	no
XLOC_000975	XLOC_000975	BTG2	chr1:203274663-203278729	Normal	Disease	OK	97.5344	106.024	0.120406	3.85843	5e-05	8.03331e-05	yes
XLOC_000976	XLOC_000976	PRELP	chr1:203444882-203460479	Normal	Disease	OK	49.9486	38.2077	-0.38658	-10.1427	5e-05	8.03331e-05	yes
XLOC_000977	XLOC_000977	OPTC	chr1:203463270-203478077	Normal	Disease	NOTEST	0	0.0502448	inf	0	1	1	no
XLOC_000978	XLOC_000978	ATP2B4	chr1:203595914-203713209	Normal	Disease	OK	12.1184	12.5622	0.0518911	1.00134	0.12665	0.147088	no
XLOC_000979	XLOC_000979	SNORA77	chr1:203595914-203713209	Normal	Disease	OK	1894.38	947.645	-0.999305	-0.40677	0.28855	0.318991	no
XLOC_000980	XLOC_000980	LINC00260	chr1:203595914-203713209	Normal	Disease	OK	0.515358	0.929057	0.850192	1.40724	0.0518	0.0631819	no
XLOC_000981	XLOC_000981	LAX1	chr1:203734283-203745480	Normal	Disease	NOTEST	0.289226	0.380347	0.395121	0	1	1	no
XLOC_000982	XLOC_000982	ZC3H11A	chr1:203764750-203823256	Normal	Disease	OK	18.5606	34.7445	0.904545	17.483	5e-05	8.03331e-05	yes
XLOC_000983	XLOC_000983	ZBED6	chr1:203764750-203823256	Normal	Disease	OK	1.05563	1.87931	0.832098	3.17052	5e-05	8.03331e-05	yes
XLOC_000984	XLOC_000984	SNRPE	chr1:203830739-203840280	Normal	Disease	OK	2.84169	3.80751	0.422097	1.75423	0.0141	0.0183572	yes
XLOC_000985	XLOC_000985	SOX13	chr1:204042245-204096871	Normal	Disease	OK	12.605	9.17129	-0.458796	-5.87272	5e-05	8.03331e-05	yes
XLOC_000986	XLOC_000986	MDM4	chr1:204485506-204527248	Normal	Disease	OK	6.49974	10.9035	0.746336	12.4067	5e-05	8.03331e-05	yes
XLOC_000987	XLOC_000987	NFASC	chr1:204797781-204991950	Normal	Disease	OK	4.5272	4.46802	-0.0189834	-0.212918	0.75285	0.77652	no
XLOC_000988	XLOC_000988	CNTN2	chr1:205012339-205047171	Normal	Disease	NOTEST	0.0223756	0	-inf	0	1	1	no
XLOC_000989	XLOC_000989	TMCC2	chr1:205197037-205242471	Normal	Disease	OK	0.744154	0.380166	-0.968971	-2.4002	0.0019	0.00269478	yes
XLOC_000990	XLOC_000990	LOC284576	chr1:205342379-205391214	Normal	Disease	NOTEST	0	0.0243246	inf	0	1	1	no
XLOC_000991	XLOC_000991	CDK18	chr1:205473683-205501921	Normal	Disease	OK	2.75713	1.75314	-0.653228	-3.2141	5e-05	8.03331e-05	yes
XLOC_000992	XLOC_000992	MFSD4	chr1:205538111-205572046	Normal	Disease	OK	0.730191	1.16423	0.673034	2.52838	0.00085	0.00124671	yes
XLOC_000993	XLOC_000993	LOC284581	chr1:205831206-205865215	Normal	Disease	NOTEST	0	0.0262161	inf	0	1	1	no
XLOC_000994	XLOC_000994	FAM72A	chr1:206138910-206155074	Normal	Disease	NOTEST	0	0.263035	inf	0	1	1	no
XLOC_000995	XLOC_000995	AVPR1B	chr1:206224282-206231482	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_000996	XLOC_000996	CTSE	chr1:206317458-206332104	Normal	Disease	NOTEST	0	0.0997089	inf	0	1	1	no
XLOC_000997	XLOC_000997	SRGAP2	chr1:206516199-206637783	Normal	Disease	OK	2.61795	3.08393	0.236333	1.59691	0.0198	0.0253322	yes
XLOC_000998	XLOC_000998	IKBKE	chr1:206643585-206670223	Normal	Disease	OK	1.6997	0.836432	-1.02296	-3.73374	5e-05	8.03331e-05	yes
XLOC_000999	XLOC_000999	RASSF5	chr1:206680878-206762616	Normal	Disease	OK	5.55044	3.37542	-0.717534	-5.22911	5e-05	8.03331e-05	yes
XLOC_001000	XLOC_001000	DYRK3	chr1:206808880-206822542	Normal	Disease	OK	2.25997	1.84882	-0.289695	-1.14136	0.102	0.119991	no
XLOC_001001	XLOC_001001	MAPKAPK2	chr1:206858364-206907630	Normal	Disease	OK	24.4999	15.7694	-0.635649	-9.0384	5e-05	8.03331e-05	yes
XLOC_001002	XLOC_001002	IL19	chr1:206972214-207016326	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_001003	XLOC_001003	IL20	chr1:207039153-207042568	Normal	Disease	NOTEST	0	0.24138	inf	0	1	1	no
XLOC_001004	XLOC_001004	IL24	chr1:207070787-207095378	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_001005	XLOC_001005	PFKFB2	chr1:207226619-207254368	Normal	Disease	OK	1.88959	2.49004	0.398099	2.46155	0.0009	0.0013174	yes
XLOC_001006	XLOC_001006	C4BPB	chr1:207262211-207273337	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_001007	XLOC_001007	C4BPA	chr1:207277606-207318317	Normal	Disease	NOTEST	0	0.0613935	inf	0	1	1	no
XLOC_001008	XLOC_001008	CD55	chr1:207494816-207534311	Normal	Disease	OK	6.89195	3.65461	-0.915195	-6.40017	5e-05	8.03331e-05	yes
XLOC_001009	XLOC_001009	CR2	chr1:207627644-207663240	Normal	Disease	NOTEST	0	0.0165705	inf	0	1	1	no
XLOC_001010	XLOC_001010	CR1	chr1:207669472-207815110	Normal	Disease	NOTEST	0.0264831	0.0598489	1.17626	0	1	1	no
XLOC_001011	XLOC_001011	CR1L	chr1:207818457-207897036	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_001012	XLOC_001012	CD46	chr1:207925382-207968861	Normal	Disease	OK	51.5561	58.3752	0.179212	4.26837	5e-05	8.03331e-05	yes
XLOC_001013	XLOC_001013	LOC148696	chr1:207991723-207995941	Normal	Disease	NOTEST	0	0.0938888	inf	0	1	1	no
XLOC_001014	XLOC_001014	MIR205HG	chr1:209602167-209605892	Normal	Disease	OK	59.4379	4876.67	6.35837	5.50741	0.00115	0.00166609	yes
XLOC_001015	XLOC_001015	CAMK1G	chr1:209757044-209787284	Normal	Disease	OK	1.86129	0.829243	-1.16644	-3.77137	5e-05	8.03331e-05	yes
XLOC_001016	XLOC_001016	G0S2	chr1:209848669-209849735	Normal	Disease	OK	17.9587	14.9112	-0.268288	-1.88621	0.00865	0.0115117	yes
XLOC_001017	XLOC_001017	HSD11B1	chr1:209859524-209908295	Normal	Disease	OK	5.42926	5.15727	-0.0741503	-0.373485	0.5828	0.613682	no
XLOC_001018	XLOC_001018	TRAF3IP3	chr1:209929393-209957890	Normal	Disease	OK	0.40645	1.16195	1.5154	3.3128	5e-05	8.03331e-05	yes
XLOC_001019	XLOC_001019	DIEXF	chr1:210001311-210030910	Normal	Disease	OK	1.19699	1.79322	0.583142	4.0099	5e-05	8.03331e-05	yes
XLOC_001020	XLOC_001020	SYT14	chr1:210111518-210337633	Normal	Disease	NOTEST	0.0119555	0	-inf	0	1	1	no
XLOC_001021	XLOC_001021	SERTAD4	chr1:210404803-210416440	Normal	Disease	OK	2.64228	2.53041	-0.0624116	-0.268019	0.70755	0.733692	no
XLOC_001022	XLOC_001022	HHAT	chr1:210501595-210849638	Normal	Disease	OK	4.16514	2.20404	-0.918217	-5.36464	5e-05	8.03331e-05	yes
XLOC_001023	XLOC_001023	RCOR3	chr1:211432707-211489725	Normal	Disease	OK	8.62286	11.8088	0.453618	5.45688	5e-05	8.03331e-05	yes
XLOC_001024	XLOC_001024	TRAF5	chr1:211499956-211548286	Normal	Disease	OK	2.6471	6.28488	1.24747	9.2306	5e-05	8.03331e-05	yes
XLOC_001025	XLOC_001025	LINC00467	chr1:211556096-211605877	Normal	Disease	OK	20.822	27.0486	0.377445	2.74314	5e-05	8.03331e-05	yes
XLOC_001026	XLOC_001026	DTL	chr1:212113740-212278187	Normal	Disease	OK	0.422976	0.776322	0.876081	2.641	0.0006	0.000891159	yes
XLOC_001027	XLOC_001027	MIR3122	chr1:212113740-212278187	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_001028	XLOC_001028	PPP2R5A	chr1:212458878-212535205	Normal	Disease	OK	13.5168	18.1665	0.426528	5.14204	5e-05	8.03331e-05	yes
XLOC_001029	XLOC_001029	SNORA16B	chr1:212458878-212535205	Normal	Disease	OK	0	656.662	inf	-nan	0.13535	0.156432	no
XLOC_001030	XLOC_001030	NENF	chr1:212606228-212619721	Normal	Disease	OK	230.359	169.645	-0.441368	-9.77058	5e-05	8.03331e-05	yes
XLOC_001031	XLOC_001031	ATF3	chr1:212738675-212794119	Normal	Disease	OK	103.105	66.6271	-0.629938	-14.4027	5e-05	8.03331e-05	yes
XLOC_001032	XLOC_001032	FAM71A	chr1:212797788-212800120	Normal	Disease	NOTEST	0.0260706	0.17653	2.75942	0	1	1	no
XLOC_001033	XLOC_001033	TATDN3	chr1:212965169-212990167	Normal	Disease	OK	2.93748	4.71453	0.682538	3.91951	5e-05	8.03331e-05	yes
XLOC_001034	XLOC_001034	FLVCR1	chr1:213031596-213072705	Normal	Disease	OK	5.80382	5.92074	0.0287724	0.331639	0.6437	0.672751	no
XLOC_001035	XLOC_001035	VASH2	chr1:213123886-213164927	Normal	Disease	OK	0.308504	0.696827	1.17551	2.8198	0.00025	0.000384084	yes
XLOC_001036	XLOC_001036	RPS6KC1	chr1:213224587-213446808	Normal	Disease	OK	6.12277	8.72672	0.511255	5.36161	5e-05	8.03331e-05	yes
XLOC_001037	XLOC_001037	LINC00538	chr1:213991094-214139608	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_001038	XLOC_001038	PROX1	chr1:214161859-214209762	Normal	Disease	NOTEST	0.0193766	0.0437532	1.17507	0	1	1	no
XLOC_001039	XLOC_001039	SMYD2	chr1:214454564-214510477	Normal	Disease	OK	13.3429	12.9397	-0.044267	-0.391414	0.5805	0.611437	no
XLOC_001040	XLOC_001040	CENPF	chr1:214776531-214837914	Normal	Disease	OK	0.441593	1.85257	2.06873	11.0657	5e-05	8.03331e-05	yes
XLOC_001041	XLOC_001041	KCNK2	chr1:215178884-215410436	Normal	Disease	NOTEST	0.0361952	0.163491	2.17534	0	1	1	no
XLOC_001042	XLOC_001042	KCTD3	chr1:215740734-215795149	Normal	Disease	OK	23.0346	31.3886	0.446434	8.94473	5e-05	8.03331e-05	yes
XLOC_001043	XLOC_001043	SPATA17	chr1:217804694-218040484	Normal	Disease	OK	1.28433	1.08517	-0.243099	-0.533534	0.4442	0.477859	no
XLOC_001044	XLOC_001044	RRP15	chr1:218458628-218511325	Normal	Disease	OK	2.08263	3.07654	0.562897	4.87678	5e-05	8.03331e-05	yes
XLOC_001045	XLOC_001045	TGFB2	chr1:218517537-218617961	Normal	Disease	OK	4.19416	6.12582	0.54652	5.69178	5e-05	8.03331e-05	yes
XLOC_001046	XLOC_001046	LYPLAL1	chr1:219347191-219386207	Normal	Disease	OK	13.1287	15.3282	0.223467	2.19404	0.00165	0.00235396	yes
XLOC_001047	XLOC_001047	RNU5F-1	chr1:220046618-220321383	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_001048	XLOC_001048	IARS2	chr1:220046618-220321383	Normal	Disease	OK	15.3208	16.5499	0.111335	1.55943	0.02115	0.0269694	yes
XLOC_001049	XLOC_001049	MARK1	chr1:220701567-220837799	Normal	Disease	OK	1.20684	2.28039	0.918044	5.20142	5e-05	8.03331e-05	yes
XLOC_001050	XLOC_001050	C1orf115	chr1:220863627-220872499	Normal	Disease	OK	64.1538	45.5816	-0.493082	-12.082	5e-05	8.03331e-05	yes
XLOC_001051	XLOC_001051	MARC2	chr1:220921675-220957596	Normal	Disease	OK	12.9306	11.9369	-0.115365	-0.952923	0.1798	0.204495	no
XLOC_001052	XLOC_001052	MARC1	chr1:220960038-220987741	Normal	Disease	OK	53.2351	45.9223	-0.213182	-4.31396	5e-05	8.03331e-05	yes
XLOC_001053	XLOC_001053	HLX	chr1:221052742-221058400	Normal	Disease	OK	4.22583	3.98407	-0.084993	-0.499588	0.4758	0.509409	no
XLOC_001054	XLOC_001054	MIA3	chr1:222791443-222841351	Normal	Disease	OK	34.9233	31.0611	-0.169081	-5.47247	5e-05	8.03331e-05	yes
XLOC_001055	XLOC_001055	BROX	chr1:222885905-222906106	Normal	Disease	OK	1.61145	1.64821	0.0325467	0.100364	0.89765	0.909134	no
XLOC_001056	XLOC_001056	FAM177B	chr1:222910557-222924002	Normal	Disease	NOTEST	0	0.054549	inf	0	1	1	no
XLOC_001057	XLOC_001057	DISP1	chr1:222988430-223179337	Normal	Disease	OK	2.3693	1.50457	-0.655106	-3.85857	5e-05	8.03331e-05	yes
XLOC_001058	XLOC_001058	C1orf65	chr1:223566714-223568812	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_001059	XLOC_001059	CAPN2	chr1:223889294-223963720	Normal	Disease	OK	29.8681	52.3302	0.809036	16.7456	5e-05	8.03331e-05	yes
XLOC_001060	XLOC_001060	FBXO28	chr1:224301790-224349749	Normal	Disease	OK	5.84052	7.14724	0.29129	3.32212	5e-05	8.03331e-05	yes
XLOC_001061	XLOC_001061	DEGS1	chr1:224370909-224381142	Normal	Disease	OK	97.4836	58.7117	-0.731511	-17.2453	5e-05	8.03331e-05	yes
XLOC_001062	XLOC_001062	CNIH4	chr1:224544594-224563695	Normal	Disease	OK	68.717	38.2303	-0.84595	-7.77177	5e-05	8.03331e-05	yes
XLOC_001063	XLOC_001063	CNIH3	chr1:224804178-224928249	Normal	Disease	NOTEST	0.230329	0.375473	0.705014	0	1	1	no
XLOC_001064	XLOC_001064	DNAH14	chr1:225117355-225586996	Normal	Disease	OK	0.611998	1.80228	1.55822	2.9649	0.0013	0.00187353	yes
XLOC_001065	XLOC_001065	SRP9	chr1:225965514-225978168	Normal	Disease	OK	154.236	149.029	-0.0495446	-1.20638	0.045	0.0552813	no
XLOC_001066	XLOC_001066	EPHX1	chr1:225997796-226070420	Normal	Disease	OK	222.295	57.7896	-1.94359	-40.7208	5e-05	8.03331e-05	yes
XLOC_001067	XLOC_001067	H3F3A	chr1:226250407-226259703	Normal	Disease	OK	77.5765	112.259	0.533136	9.5494	5e-05	8.03331e-05	yes
XLOC_001068	XLOC_001068	MIXL1	chr1:226411382-226413513	Normal	Disease	NOTEST	0	0.123687	inf	0	1	1	no
XLOC_001069	XLOC_001069	C1orf95	chr1:226736500-226796915	Normal	Disease	OK	2.18259	1.35046	-0.692587	-4.88204	5e-05	8.03331e-05	yes
XLOC_001070	XLOC_001070	PSEN2	chr1:227058272-227083804	Normal	Disease	OK	24.282	8.64434	-1.49006	-15.3061	5e-05	8.03331e-05	yes
